osmid1;osmid2
62281;137709
62282;137708
62283;137707
62284;137706
62285;137705
62286;137704
62287;137703
62288;137702
62289;137701
6229;137700
62290;13770
62291;1377
62292;137699
62293;137698
62294;137697
62295;137696
62296;137695
62297;137694
62298;137693
62299;137692
623;137691
6230;137690
62300;13769
62301;137689
62302;137688
62303;137687
62304;137686
62305;137685
62306;137684
62307;137683
62308;137682
62309;137681
6231;137680
62310;13768
62311;137679
62312;137678
62313;137677
62314;137676
62315;137675
62316;137674
62317;137673
62318;137672
62319;137671
6232;137670
62320;13767
62321;137669
62322;137668
62323;137667
62324;137666
62325;137665
62326;137664
62327;137663
62328;137662
62329;137661
6233;137660
62330;13766
62331;137659
62332;137658
62333;137657
62334;137656
62335;137655
62336;137654
62337;137653
62338;137652
62339;137651
6234;137650
62340;13765
62341;137649
62342;137648
62343;137647
62344;137646
62345;137645
62346;137644
62347;137643
62348;137642
62349;137641
6235;137640
62350;13764
62351;137639
62352;137638
62353;137637
62354;137636
62355;137635
62356;137634
62357;137633
62358;137632
62359;137631
6236;137630
62360;13763
62361;137629
62362;137628
62363;137627
62364;137626
62365;137625
62366;137624
62367;137623
62368;137622
62369;137621
6237;137620
62370;13762
62371;137619
62372;137618
62373;137617
62374;137616
62375;137615
62376;137614
62377;137613
62378;137612
62379;137611
6238;137610
62380;13761
62381;137609
62382;137608
62383;137607
62384;137606
62385;137605
62386;137604
62387;137603
62388;137602
62389;137601
6239;137600
62390;13760
62391;1376
62392;137599
62393;137598
62394;137597
62395;137596
62396;137595
62397;137594
62398;137593
62399;137592
624;137591
6240;137590
62400;13759
62401;137589
62402;137588
62403;137587
62404;137586
62405;137585
62406;137584
62407;137583
62408;137582
62409;137581
6241;137580
62410;13758
62411;137579
62412;137578
62413;137577
62414;137576
62415;137575
62416;137574
62417;137573
62418;137572
62419;137571
6242;137570
62420;13757
62421;137569
62422;137568
62423;137567
62424;137566
62425;137565
62426;137564
62427;137563
62428;137562
62429;137561
6243;137560
62430;13756
62431;137559
62432;137558
62433;137557
62434;137556
62435;137555
62436;137554
62437;137553
62438;137552
62439;137551
6244;137550
62440;13755
62441;137549
62442;137548
62443;137547
62444;137546
62445;137545
62446;137544
62447;137543
62448;137542
62449;137541
6245;137540
62450;13754
62451;137539
62452;137538
62453;137537
62454;137536
62455;137535
62456;137534
62457;137533
62458;137532
62459;137531
6246;137530
62460;13753
62461;137529
62462;137528
62463;137527
62464;137526
62465;137525
62466;137524
62467;137523
62468;137522
62469;137521
6247;137520
62470;13752
62471;137519
62472;137518
62473;137517
62474;137516
62475;137515
62476;137514
62477;137513
62478;137512
62479;137511
6248;137510
62480;13751
62481;137509
62482;137508
62483;137507
62484;137506
62485;137505
62486;137504
62487;137503
62488;137502
62489;137501
6249;137500
62490;13750
62491;1375
62492;137499
62493;137498
62494;137497
62495;137496
62496;137495
62497;137494
62498;137493
62499;137492
625;137491
6250;137490
62500;13749
62501;137489
62502;137488
62503;137487
62504;137486
62505;137485
62506;137484
62507;137483
62508;137482
62509;137481
6251;137480
62510;13748
62511;137479
62512;137478
62513;137477
62514;137476
62515;137475
62516;137474
62517;137473
62518;137472
62519;137471
6252;137470
62520;13747
62521;137469
62522;137468
62523;137467
62524;137466
62525;137465
62526;137464
62527;137463
62528;137462
62529;137461
6253;137460
62530;13746
62531;137459
62532;137458
62533;137457
62534;137456
62535;137455
62536;137454
62537;137453
62538;137452
62539;137451
6254;137450
62540;13745
62541;137449
62542;137448
62543;137447
62544;137446
62545;137445
62546;137444
62547;137443
62548;137442
62549;137441
6255;137440
62550;13744
62551;137439
62552;137438
62553;137437
62554;137436
62555;137435
62556;137434
62557;137433
62558;137432
62559;137431
6256;137430
62560;13743
62561;137429
62562;137428
62563;137427
62564;137426
62565;137425
62566;137424
62567;137423
62568;137422
62569;137421
6257;137420
62570;13742
62571;137419
62573;137418
62574;137417
62575;137416
62576;137415
62577;137414
62578;137413
62579;137412
6258;137411
62580;137410
62581;13741
62582;137409
62583;137408
62584;137407
62585;137406
62586;137405
62587;137404
62588;137403
62589;137402
6259;137401
62590;137400
62591;13740
62592;1374
62593;137399
62594;137398
62595;137397
62596;137396
62597;137395
62598;137394
62599;137393
626;137392
6260;137391
62600;137390
62601;13739
62602;137389
62603;137388
62604;137387
62605;137386
62606;137385
62607;137384
62608;137383
62609;137382
6261;137381
62610;137380
62611;13738
62612;137379
62613;137378
62614;137377
62615;137376
62616;137375
62617;137374
62618;137373
62619;137372
6262;137371
62620;137370
62621;13737
62622;137369
62623;137368
62624;137367
62625;137366
62626;137365
62627;137364
62628;137363
62629;137362
6263;137361
62630;137360
62631;13736
62632;137359
62633;137358
62634;137357
62635;137356
62636;137355
62637;137354
62638;137353
62639;137352
6264;137351
62640;137350
62641;13735
62642;137349
62643;137348
62644;137347
62645;137346
62646;137345
62647;137344
62648;137343
62649;137342
6265;137341
62650;137340
62651;13734
62652;137339
62653;137338
62654;137337
62655;137336
62656;137335
62657;137334
62658;137333
62659;137332
6266;137331
62660;137330
62661;13733
62662;137329
62663;137328
62664;137327
62665;137326
62666;137325
62667;137324
62668;137323
62669;137322
6267;137321
62670;137320
62671;13732
62672;137319
62673;137318
62674;137317
62675;137316
62676;137315
62677;137314
62678;137313
62679;137312
6268;137311
62680;137310
62681;13731
62682;137309
62683;137308
62684;137307
62685;137306
62686;137305
62687;137304
62688;137303
62689;137302
6269;137301
62690;137300
62691;13730
62692;1373
62693;137299
62694;137298
62695;137297
62696;137296
62697;137295
62698;137294
62699;137293
627;137292
6270;137291
62700;137290
62701;13729
62702;137289
62703;137288
62704;137287
62705;137286
62706;137285
62707;137284
62708;137283
62709;137282
6271;137281
62710;137280
62711;13728
62712;137279
62713;137278
62714;137277
62715;137276
62716;137275
62717;137274
62718;137273
62719;137272
6272;137271
62720;137270
62721;13727
62722;137269
62723;137268
62724;137267
62725;137266
62726;137265
62727;137264
62728;137263
62729;137262
6273;137261
62730;137260
62731;13726
62732;137259
62733;137258
62734;137257
62735;137256
62736;137255
62737;137254
62738;137253
62739;137252
6274;137251
62740;137250
62741;13725
62742;137249
62743;137248
62744;137247
62745;137246
62746;137245
62747;137244
62748;137243
62749;137242
6275;137241
62750;137240
62751;13724
62752;137239
62753;137238
62754;137237
62755;137236
62756;137235
62757;137234
62758;137233
62759;137232
6276;137231
62760;137230
62761;13723
62762;137229
62763;137228
62764;137227
62765;137226
62766;137225
62767;137224
62768;137223
62769;137222
6277;137221
62770;137220
62771;13722
62772;137219
62773;137218
62774;137217
62775;137216
62777;137215
62778;137214
62779;137213
6278;137212
62780;137211
62781;137210
62782;13721
62783;137209
62784;137208
62785;137207
62786;137206
62787;137205
62788;137204
62789;137203
6279;137202
62790;137201
62791;137200
62792;13720
62793;1372
62794;137199
62795;137198
62796;137197
62797;137196
62798;137195
62799;137194
628;137193
6280;137192
62800;137191
62801;137190
62802;13719
62803;137189
62804;137188
62805;137187
62806;137186
62807;137185
62808;137184
62809;137183
6281;137182
62810;137181
62811;137180
62812;13718
62813;137179
62814;137178
62815;137177
62816;137176
62817;137175
62818;137174
62819;137173
6282;137172
62820;137171
62821;137170
62822;13717
62823;137169
62824;137168
62825;137167
62826;137166
62827;137165
62828;137164
62829;137163
6283;137162
62830;137161
62831;137160
62832;13716
62833;137159
62834;137158
62835;137157
62836;137156
62837;137155
62838;137154
62839;137153
6284;137152
62840;137151
62841;137150
62842;13715
62843;137149
62844;137148
62845;137147
62846;137146
62847;137145
62848;137144
62849;137143
6285;137142
62850;137141
62851;137140
62852;13714
62853;137139
62854;137138
62855;137137
62856;137136
62857;137135
62858;137134
62859;137133
6286;137132
62860;137131
62861;137130
62862;13713
62863;137129
62864;137128
62865;137127
62866;137126
62867;137125
62868;137124
62869;137123
6287;137122
62870;137121
62871;137120
62872;13712
62873;137119
62874;137118
62875;137117
62876;137116
62877;137115
62878;137114
62879;137113
6288;137112
62880;137111
62881;137110
62882;13711
62883;137109
62884;137108
62885;137107
62886;137106
62887;137105
62888;137104
62889;137103
6289;137102
62890;137101
62891;137100
62892;13710
62893;1371
62894;137099
62895;137098
62896;137097
62897;137096
62898;137095
62899;137094
629;137093
6290;137092
62900;137091
62901;137090
62902;13709
62903;137089
62904;137088
62905;137087
62906;137086
62907;137085
62908;137084
62909;137083
6291;137082
62910;137081
62911;137080
62912;13708
62913;137079
62914;137078
62915;137077
62916;137076
62917;137075
62918;137074
62919;137073
6292;137072
62920;137071
62921;137070
62922;13707
62923;137069
62924;137068
62925;137067
62926;137066
62927;137065
62928;137064
62929;137063
6293;137062
62930;137061
62931;137060
62932;13706
62933;137059
62934;137058
62935;137057
62936;137056
62937;137055
62939;137054
6294;137053
62940;137052
62941;137051
62942;137050
62943;13705
62944;137049
62945;137048
62946;137047
62947;137046
62948;137045
62949;137044
6295;137043
62950;137042
62951;137041
62952;137040
62953;13704
62954;137039
62955;137038
62956;137037
62957;137036
62958;137035
62959;137034
6296;137033
62960;137032
62961;137031
62962;137030
62963;13703
62964;137029
62965;137028
62966;137027
62967;137026
62968;137025
62969;137024
6297;137023
62970;137021
62971;137020
62972;13702
62973;137019
62974;137018
62975;137017
62976;137016
62977;137015
62978;137014
62979;137013
6298;137012
62980;137011
62981;137010
62982;13701
62983;137009
62984;137008
62985;137007
62986;137006
62987;137005
62988;137004
62989;137003
6299;137002
62990;137001
62991;137000
62992;13700
62993;1370
62994;137
62995;136999
62996;136998
62997;136997
62998;136996
62999;136995
63;136994
630;136993
6300;136992
63000;136991
63001;136990
63002;13699
63003;136989
63004;136988
63005;136987
63006;136986
63007;136985
63008;136984
63009;136983
6301;136982
63010;136981
63011;136980
63012;13698
63013;136979
63014;136978
63015;136977
63016;136976
63017;136975
63018;136974
63019;136973
6302;136972
63020;136971
63021;136970
63022;13697
63023;136969
63024;136968
63025;136967
63026;136966
63027;136965
63028;136964
63029;136963
6303;136962
63030;136960
63031;13696
63032;136959
63033;136958
63034;136957
63035;136956
63036;136955
63037;136954
63038;136953
63039;136952
6304;136951
63040;136950
63041;13695
63042;136949
63043;136948
63044;136947
63045;136946
63046;136945
63047;136944
63048;136943
63049;136942
6305;136941
63050;136940
63051;13694
63052;136939
63053;136938
63054;136937
63055;136936
63056;136935
63057;136934
63058;136933
63059;136932
6306;136931
63060;136930
63061;13693
63062;136929
63063;136928
63064;136927
63065;136926
63066;136925
63067;136924
63068;136923
63069;136922
6307;136921
63070;136920
63071;13692
63072;136919
63073;136918
63074;136917
63075;136916
63076;136915
63077;136914
63078;136913
63079;136912
6308;136911
63080;136910
63081;13691
63082;136909
63083;136908
63084;136907
63085;136906
63086;136905
63087;136904
63088;136903
63089;136902
6309;136901
63090;136900
63091;13690
63092;1369
63093;136899
63094;136898
63095;136897
63096;136896
63097;136895
63098;136894
63099;136893
631;136892
6310;136891
63100;136890
63101;13689
63102;136889
63103;136888
63104;136887
63105;136886
63106;136885
63107;136884
63108;136883
63109;136882
6311;136881
63110;136880
63111;13688
63112;136879
63113;136878
63114;136877
63115;136876
63116;136875
63117;136874
63118;136873
63119;136872
6312;136871
63120;136870
63121;13687
63122;136869
63123;136868
63124;136867
63125;136866
63126;136865
63127;136864
63128;136863
63129;136862
6313;136861
63130;136860
63131;13686
63132;136859
63133;136858
63134;136857
63135;136856
63136;136855
63137;136854
63138;136853
63139;136852
6314;136851
63140;136850
63141;13685
63142;136849
63143;136848
63144;136847
63145;136846
63146;136845
63147;136844
63148;136843
63149;136842
6315;136841
63150;136840
63151;13684
63152;136839
63153;136838
63154;136837
63155;136836
63156;136835
63157;136834
63158;136833
63159;136832
6316;136831
63160;136830
63161;13683
63162;136829
63163;136828
63164;136827
63165;136826
63166;136825
63167;136824
63168;136823
63169;136822
6317;136821
63170;136820
63171;13682
63172;136819
63173;136818
63174;136817
63175;136816
63176;136815
63177;136814
63178;136813
63179;136812
6318;136811
63180;136810
63181;13681
63182;136809
63183;136808
63184;136807
63185;136806
63186;136805
63187;136804
63188;136803
63189;136802
6319;136801
63190;136800
63191;13680
63192;1368
63193;136799
63194;136798
63195;136797
63196;136796
63197;136795
63198;136794
63199;136793
632;136792
6320;136791
63200;136790
63201;13679
63202;136789
63203;136788
63204;136787
63205;136786
63206;136785
63207;136784
63208;136783
63209;136782
6321;136781
63210;136780
63211;13678
63212;136779
63213;136778
63214;136777
63215;136776
63216;136775
63217;136774
63218;136773
63219;136772
6322;136771
63220;136770
63221;13677
63222;136769
63223;136768
63224;136767
63225;136766
63226;136765
63227;136764
63228;136763
63229;136762
6323;136761
63230;136760
63231;13676
63232;136759
63233;136758
63234;136757
63235;136756
63236;136755
63237;136754
63238;136753
63239;136752
6324;136751
63240;136750
63241;13675
63242;136749
63243;136748
63244;136747
63245;136746
63246;136745
63247;136744
63248;136743
63249;136742
6325;136741
63250;136740
63251;13674
63252;136739
63253;136738
63254;136737
63255;136736
63256;136735
63257;136734
63258;136733
63259;136732
6326;136731
63260;136730
63261;13673
63262;136729
63263;136728
63264;136727
63265;136726
63266;136725
63267;136724
63268;136723
63269;136722
6327;136721
63270;136720
63271;13672
63272;136719
63273;136718
63274;136717
63275;136716
63276;136715
63277;136714
63278;136713
63279;136712
6328;136711
63280;136710
63281;13671
63282;136709
63283;136708
63284;136707
63285;136706
63286;136705
63287;136704
63288;136703
63289;136702
6329;136701
63290;136700
63291;13670
63292;1367
63293;136699
63294;136698
63295;136697
63296;136696
63297;136695
63298;136694
63299;136693
633;136692
6330;136691
63301;136690
63302;13669
63303;136689
63304;136688
63305;136687
63306;136686
63307;136685
63308;136684
63309;136683
6331;136682
63310;136681
63311;136680
63312;13668
63313;136679
63314;136678
63315;136677
63316;136676
63317;136675
63318;136674
63319;136673
6332;136672
63320;136671
63321;136670
63322;13667
63323;136669
63324;136668
63325;136667
63326;136666
63327;136665
63328;136664
63329;136663
6333;136662
63330;136661
63331;136660
63332;13666
63333;136659
63334;136658
63335;136657
63336;136656
63337;136655
63338;136654
63339;136653
6334;136652
63340;136651
63341;136650
63342;13665
63343;136649
63344;136648
63345;136647
63346;136646
63347;136645
63348;136644
63349;136643
6335;136642
63350;136641
63351;136640
63352;13664
63353;136639
63354;136638
63355;136637
63356;136636
63357;136635
63358;136634
63359;136633
6336;136632
63360;136631
63361;136630
63362;13663
63363;136629
63364;136628
63365;136627
63366;136626
63367;136625
63368;136624
63369;136623
6337;136622
63370;136621
63371;136620
63372;13662
63373;136619
63374;136618
63375;136617
63376;136616
63377;136615
63378;136614
63379;136613
6338;136612
63380;136611
63381;136610
63382;13661
63383;136609
63384;136608
63385;136607
63386;136606
63387;136605
63388;136604
63389;136603
6339;136602
63390;136601
63391;136600
63392;13660
63393;1366
63394;136599
63395;136598
63396;136597
63397;136596
63398;136595
63399;136594
634;136593
6340;136592
63400;136591
63401;136590
63402;13659
63403;136589
63404;136588
63405;136587
63406;136586
63407;136585
63408;136584
63409;136583
6341;136582
63410;136581
63411;136580
63412;13658
63413;136579
63414;136578
63415;136577
63416;136576
63417;136575
63418;136574
63419;136573
6342;136572
63420;136571
63421;136570
63422;13657
63423;136569
63424;136568
63425;136567
63426;136566
63427;136565
63428;136564
63429;136563
6343;136562
63430;136561
63431;136560
63432;13656
63433;136559
63434;136558
63435;136557
63436;136556
63437;136555
63438;136554
63439;136553
6344;136552
63440;136551
63441;136550
63442;13655
63443;136549
63444;136548
63445;136547
63446;136546
63447;136545
63448;136544
63449;136543
6345;136542
63450;136541
63451;136540
63452;13654
63453;136539
63454;136538
63455;136537
63456;136536
63457;136535
63458;136534
63459;136533
6346;136532
63460;136531
63461;136530
63462;13653
63463;136529
63464;136528
63465;136527
63466;136526
63467;136525
63468;136524
63469;136523
6347;136522
63470;136521
63471;136520
63472;13652
63473;136519
63474;136518
63475;136517
63476;136516
63477;136515
63478;136514
63479;136513
6348;136512
63480;136511
63481;136510
63482;13651
63483;136509
63484;136508
63485;136507
63486;136506
63487;136505
63488;136504
63489;136503
6349;136502
63490;136501
63491;136500
63492;13650
63493;1365
63494;136499
63495;136498
63496;136497
63497;136496
63498;136495
63499;136494
635;136493
6350;136492
63500;136491
63501;136490
63502;13649
63503;136489
63504;136488
63505;136487
63506;136486
63507;136485
63508;136484
63509;136483
6351;136482
63510;136481
63511;136480
63512;13648
63513;136479
63514;136478
63515;136477
63516;136476
63517;136475
63518;136474
63519;136473
6352;136472
63520;136471
63521;136470
63522;13647
63523;136469
63524;136468
63525;136467
63526;136466
63527;136465
63528;136464
63529;136463
6353;136462
63530;136461
63531;136460
63532;13646
63533;136459
63534;136458
63535;136457
63536;136456
63537;136455
63538;136454
63539;136453
6354;136452
63540;136451
63541;136450
63542;13645
63543;136449
63544;136448
63545;136447
63546;136446
63547;136445
63548;136444
63549;136443
6355;136442
63550;136441
63551;136440
63552;13644
63553;136439
63554;136438
63555;136437
63556;136436
63557;136435
63558;136434
63559;136433
6356;136432
63560;136431
63561;136430
63562;13643
63563;136429
63564;136428
63565;136427
63566;136426
63567;136425
63568;136424
63569;136423
6357;136422
63570;136421
63571;136420
63572;13642
63573;136419
63574;136418
63575;136417
63576;136416
63577;136415
63578;136414
63579;136413
6358;136412
63580;136411
63581;136410
63582;13641
63583;136409
63584;136408
63585;136407
63586;136406
63587;136405
63588;136404
63589;136403
6359;136402
63590;136401
63591;136400
63592;13640
63593;1364
63594;136399
63595;136398
63596;136397
63597;136396
63598;136395
63599;136394
636;136393
6360;136392
63600;136391
63601;136390
63602;13639
63603;136389
63604;136388
63605;136387
63606;136386
63607;136385
63608;136384
63609;136383
6361;136382
63610;136381
63611;136380
63612;13638
63613;136379
63614;136378
63615;136377
63616;136376
63617;136375
63618;136374
63619;136373
6362;136372
63620;136371
63621;136370
63622;13637
63623;136369
63624;136368
63625;136367
63626;136366
63627;136365
63628;136364
63629;136363
6363;136362
63630;136361
63631;136360
63632;13636
63633;136359
63634;136358
63635;136357
63636;136356
63637;136355
63638;136354
63639;136353
6364;136352
63640;136351
63641;136350
63642;13635
63643;136349
63644;136348
63645;136347
63646;136346
63647;136345
63648;136344
63649;136343
6365;136342
63650;136341
63651;136340
63652;13634
63653;136339
63654;136338
63655;136337
63656;136336
63657;136335
63658;136334
63659;136333
6366;136332
63660;136331
63661;136330
63662;13633
63663;136329
63664;136328
63665;136327
63666;136326
63667;136325
63668;136324
63669;136323
6367;136322
63670;136321
63671;136320
63672;13632
63673;136319
63674;136318
63675;136316
63676;136315
63677;136314
63678;136313
63679;136312
6368;136311
63680;136310
63681;13631
63682;136309
63683;136308
63684;136307
63685;136306
63686;136305
63687;136304
63688;136303
63689;136302
6369;136301
63690;136300
63691;13630
63692;1363
63693;136299
63694;136298
63695;136297
63696;136296
63697;136295
63698;136294
63699;136293
637;136292
6370;136291
63700;136290
63701;13629
63702;136289
63703;136288
63704;136287
63705;136286
63706;136285
63707;136284
63708;136283
63709;136282
6371;136281
63710;136280
63711;13628
63712;136279
63713;136278
63714;136277
63715;136276
63716;136275
63717;136274
63718;136273
63719;136272
6372;136271
63720;136270
63721;13627
63722;136269
63723;136268
63724;136267
63725;136266
63726;136265
63727;136264
63728;136263
63729;136262
6373;136261
63730;136260
63731;13626
63732;136258
63733;136257
63734;136256
63735;136255
63736;136254
63737;136253
63738;136252
63739;136251
6374;136250
63740;13625
63741;136249
63742;136248
63743;136247
63744;136246
63745;136245
63746;136244
63747;136243
63748;136242
63749;136241
6375;136240
63750;13624
63751;136239
63752;136238
63753;136237
63754;136236
63755;136235
63756;136234
63757;136233
63758;136232
63759;136231
6376;136230
63760;13623
63761;136229
63762;136228
63763;136227
63764;136226
63765;136225
63766;136224
63767;136223
63768;136222
63769;136221
6377;136220
63770;13622
63771;136219
63772;136218
63773;136217
63774;136216
63775;136215
63776;136214
63777;136213
63778;136212
63779;136211
6378;136210
63780;13621
63781;136209
63782;136208
63783;136207
63784;136206
63785;136205
63786;136204
63787;136203
63788;136202
63789;136201
6379;136200
63790;13620
63791;1362
63792;136199
63793;136198
63794;136197
63795;136196
63796;136195
63797;136194
63798;136193
63799;136192
638;136191
6380;136190
63800;13619
63801;136189
63802;136188
63803;136187
63804;136186
63805;136185
63806;136184
63807;136183
63808;136182
63809;136181
6381;136180
63810;13618
63811;136179
63812;136178
63813;136177
63814;136176
63815;136175
63816;136174
63817;136173
63818;136172
63819;136171
6382;136170
63820;13617
63821;136169
63822;136168
63823;136167
63824;136166
63825;136165
63826;136164
63827;136163
63828;136162
63829;136161
6383;136160
63830;13616
63831;136159
63832;136158
63833;136157
63834;136156
63835;136155
63836;136154
63837;136153
63838;136152
63839;136151
6384;136150
63840;13615
63841;136149
63842;136148
63843;136147
63844;136146
63845;136145
63846;136144
63847;136143
63848;136142
63849;136141
6385;136140
63850;13614
63851;136139
63852;136138
63853;136137
63854;136136
63855;136135
63856;136134
63857;136133
63858;136132
63859;136131
6386;136130
63860;13613
63861;136129
63862;136128
63863;136127
63864;136126
63865;136125
63866;136124
63867;136123
63868;136122
63869;136121
6387;136120
63870;13612
63871;136119
63872;136118
63873;136117
63874;136116
63875;136115
63876;136114
63877;136113
63878;136112
63879;136111
6388;136110
63880;13611
63881;136109
63882;136108
63883;136107
63884;136106
63885;136105
63886;136104
63887;136103
63888;136102
63889;136101
6389;136100
63890;13610
63891;1361
63892;136099
63893;136098
63894;136097
63895;136096
63896;136095
63897;136094
63898;136093
63899;136092
639;136091
6390;136090
63900;13609
63901;136089
63902;136088
63903;136087
63904;136086
63905;136085
63906;136084
63907;136083
63908;136082
63909;136081
6391;136080
63910;13608
63911;136079
63912;136078
63913;136077
63914;136076
63915;136075
63916;136074
63917;136073
63918;136072
63919;136071
6392;136070
63920;13607
63921;136069
63922;136068
63923;136067
63924;136066
63925;136065
63926;136064
63927;136063
63928;136062
63929;136061
6393;136060
63930;13606
63931;136059
63932;136058
63933;136057
63934;136056
63935;136055
63936;136054
63937;136053
63938;136052
63939;136051
6394;136050
63940;13605
63941;136049
63942;136048
63943;136047
63944;136046
63945;136045
63946;136044
63947;136043
63948;136042
63949;136041
6395;136040
63950;13604
63951;136039
63952;136038
63953;136037
63954;136036
63955;136035
63956;136034
63957;136033
63958;136032
63959;136031
6396;136030
63960;13603
63961;136029
63962;136028
63963;136027
63964;136026
63965;136025
63966;136024
63967;136023
63968;136022
63969;136021
6397;136020
63970;13602
63971;136019
63972;136018
63973;136017
63974;136016
63975;136015
63976;136014
63977;136013
63978;136012
63979;136011
6398;136010
63980;13601
63981;136009
63982;136008
63983;136007
63984;136006
63985;136005
63986;136004
63987;136003
63988;136002
63989;136001
6399;136000
63990;13600
63991;1360
63992;136
63993;135999
63994;135998
63995;135997
63996;135996
63997;135995
63998;135994
63999;135993
64;135992
640;135991
6400;135990
64000;13599
64001;135989
64002;135988
64003;135987
64004;135986
64005;135985
64006;135984
64007;135983
64008;135982
64009;135981
6401;135980
64010;13598
64011;135979
64012;135978
64013;135977
64014;135976
64015;135975
64016;135974
64017;135973
64018;135972
64019;135971
6402;135970
64020;13597
64021;135969
64022;135968
64023;135967
64024;135966
64025;135965
64026;135964
64027;135963
64028;135962
64029;135961
6403;135960
64030;13596
64031;135959
64032;135958
64033;135957
64034;135956
64035;135955
64036;135954
64037;135953
64038;135952
64039;135951
6404;135950
64040;13595
64041;135949
64042;135948
64043;135947
64044;135946
64045;135945
64046;135944
64047;135943
64048;135942
64049;135941
6405;135940
64050;13594
64051;135939
64052;135938
64053;135937
64054;135936
64055;135935
64056;135934
64057;135933
64058;135932
64059;135931
6406;135930
64060;13593
64061;135929
64062;135928
64063;135927
64064;135926
64065;135925
64066;135924
64067;135923
64068;135922
64069;135921
6407;135920
64070;13592
64071;135919
64072;135918
64073;135917
64074;135916
64075;135915
64076;135914
64077;135913
64078;135912
64079;135911
6408;135910
64080;13591
64081;135909
64082;135908
64083;135907
64084;135906
64085;135905
64086;135904
64087;135903
64088;135902
64089;135901
6409;135900
64090;13590
64091;1359
64092;135899
64093;135898
64094;135897
64095;135896
64096;135895
64097;135894
64098;135893
64099;135892
641;135891
6410;135890
64100;13589
64101;135889
64102;135888
64103;135887
64104;135886
64105;135885
64106;135884
64107;135883
64108;135882
64109;135881
6411;135880
64110;13588
64111;135879
64112;135878
64113;135877
64114;135876
64115;135875
64116;135874
64117;135873
64118;135872
64119;135871
6412;135870
64120;13587
64121;135869
64122;135868
64123;135867
64124;135866
64125;135865
64126;135864
64127;135863
64128;135862
64129;135861
6413;135860
64130;13586
64131;135859
64132;135858
64133;135857
64134;135856
64135;135855
64136;135854
64137;135853
64138;135852
64139;135851
6414;135850
64140;13585
64141;135849
64142;135848
64143;135847
64144;135846
64145;135845
64146;135843
64147;135842
64148;135841
64149;135840
6415;13584
64150;135839
64151;135838
64152;135837
64153;135836
64154;135835
64155;135834
64156;135833
64157;135832
64158;135831
64159;135830
6416;13583
64160;135829
64161;135828
64162;135827
64163;135826
64164;135825
64165;135824
64166;135823
64167;135822
64168;135821
64169;135820
6417;13582
64170;135819
64171;135818
64172;135817
64173;135816
64174;135815
64175;135814
64176;135813
64177;135812
64178;135811
64179;135810
6418;13581
64180;135809
64181;135808
64182;135807
64183;135806
64184;135805
64185;135804
64186;135803
64187;135802
64188;135801
64189;135800
6419;13580
64190;1358
64191;135799
64192;135798
64193;135797
64194;135796
64195;135795
64196;135794
64197;135793
64198;135792
64199;135791
642;135790
6420;13579
64200;135789
64201;135788
64202;135787
64203;135786
64204;135785
64205;135784
64206;135783
64207;135782
64208;135781
64209;135780
6421;13578
64210;135779
64211;135778
64212;135777
64213;135776
64214;135775
64215;135774
64216;135773
64217;135772
64218;135771
64219;135770
6422;13577
64220;135769
64221;135768
64222;135767
64223;135766
64224;135765
64225;135764
64226;135763
64227;135762
64228;135761
64229;135760
6423;13576
64230;135759
64231;135758
64232;135757
64233;135756
64234;135755
64235;135754
64236;135753
64237;135752
64238;135751
64239;135750
6424;13575
64240;135749
64241;135748
64242;135747
64243;135746
64244;135745
64245;135744
64246;135743
64247;135742
64248;135741
64249;135740
6425;13574
64250;135739
64251;135738
64252;135737
64253;135736
64254;135735
64255;135734
64256;135733
64257;135732
64258;135731
64259;135730
6426;13573
64260;135729
64261;135728
64262;135727
64263;135726
64264;135725
64265;135724
64266;135723
64267;135722
64268;135721
64269;135720
6427;13572
64270;135719
64271;135718
64272;135717
64273;135716
64274;135715
64275;135714
64276;135713
64277;135712
64278;135711
64279;135710
6428;13571
64280;135709
64281;135708
64282;135707
64283;135706
64284;135705
64285;135704
64286;135703
64287;135702
64288;135701
64289;135700
6429;13570
64290;1357
64291;135699
64292;135698
64293;135697
64294;135696
64295;135695
64296;135694
64297;135693
64298;135692
64299;135691
643;135690
6430;13569
64300;135689
64301;135688
64302;135687
64303;135686
64304;135685
64305;135684
64306;135683
64307;135682
64308;135681
64309;135680
6431;13568
64310;135679
64311;135678
64312;135677
64313;135676
64314;135675
64315;135674
64316;135673
64317;135672
64318;135671
64319;135670
6432;13567
64320;135669
64321;135668
64322;135667
64323;135666
64324;135665
64325;135664
64326;135663
64327;135662
64328;135661
64329;135660
6433;13566
64330;135659
64331;135658
64332;135657
64333;135656
64334;135655
64335;135654
64336;135653
64337;135652
64338;135651
64339;135650
6434;13565
64340;135649
64341;135648
64342;135647
64343;135646
64344;135645
64345;135644
64346;135643
64347;135642
64348;135641
64349;135640
6435;13564
64350;135639
64351;135638
64352;135637
64353;135636
64354;135635
64355;135634
64356;135633
64357;135632
64358;135631
64359;135630
6436;13563
64360;135629
64361;135628
64362;135627
64363;135626
64364;135625
64365;135624
64366;135623
64367;135622
64368;135621
64369;135620
6437;13562
64370;135619
64371;135618
64372;135617
64373;135616
64374;135615
64375;135614
64376;135613
64377;135612
64378;135611
64379;135610
6438;13561
64380;135609
64381;135608
64382;135607
64383;135606
64384;135605
64385;135604
64386;135603
